t,u_measured
2.905000000000000249e+00,7.387487332144164753e-01
2.910000000000000142e+00,8.574275349194706575e-01
2.915000000000000036e+00,1.088764767584553317e+00
2.919999999999999929e+00,1.168863100732351112e+00
2.925000000000000266e+00,1.297797956928626650e+00
2.930000000000000160e+00,1.231240247841790092e+00
2.935000000000000053e+00,1.288795658395021082e+00
2.939999999999999947e+00,1.360471038985453962e+00
2.944999999999999840e+00,1.305710237679612806e+00
2.950000000000000178e+00,1.368097633396656132e+00
2.955000000000000071e+00,1.359117172218724301e+00
2.959999999999999964e+00,1.327214110358249988e+00
2.964999999999999858e+00,1.260481087137280909e+00
2.970000000000000195e+00,1.219685929472065888e+00
2.975000000000000089e+00,1.124830087304847792e+00
2.979999999999999982e+00,9.489447844578705604e-01
2.984999999999999876e+00,9.603000957551031114e-01
2.990000000000000213e+00,9.398678368204764766e-01
2.995000000000000107e+00,1.049485582894141622e+00
3.000000000000000000e+00,1.120895363697602898e+00
3.004999999999999893e+00,1.164496425247360634e+00
3.010000000000000231e+00,1.067722909526018338e+00
3.015000000000000124e+00,1.125278692010071691e+00
3.020000000000000018e+00,1.128673568706908270e+00
3.024999999999999911e+00,1.181809827372815702e+00
3.030000000000000249e+00,1.228940046564528377e+00
3.035000000000000142e+00,1.212647704299942841e+00
3.040000000000000036e+00,1.303625325555775261e+00
3.044999999999999929e+00,1.216825565936568987e+00
3.050000000000000266e+00,1.204501468348579962e+00
3.055000000000000160e+00,1.028419424436859408e+00
3.060000000000000053e+00,9.362802429022958339e-01
3.064999999999999947e+00,9.534127943031701635e-01
3.070000000000000284e+00,8.884017877137689867e-01
3.075000000000000178e+00,1.030836750292065673e+00
3.080000000000000071e+00,9.853795010468672233e-01
3.084999999999999964e+00,9.513435532162325403e-01
3.089999999999999858e+00,9.472886787269839681e-01
3.095000000000000195e+00,7.902769174493015081e-01
3.100000000000000089e+00,7.768395010460853456e-01
3.104999999999999982e+00,8.567696246087792566e-01
3.109999999999999876e+00,8.967227057120398248e-01
3.115000000000000213e+00,9.643001411321455718e-01
3.120000000000000107e+00,9.984257598601026240e-01
3.125000000000000000e+00,1.038158023605128655e+00
3.129999999999999893e+00,9.240711564427590563e-01
3.135000000000000231e+00,8.638536956621808427e-01
3.140000000000000124e+00,8.112195375111974638e-01
3.145000000000000018e+00,7.998501207042819638e-01
3.149999999999999911e+00,6.988919203321213303e-01
3.155000000000000249e+00,8.168820234698468408e-01
3.160000000000000142e+00,9.233379655818966247e-01
3.165000000000000036e+00,8.496859294714260713e-01
3.169999999999999929e+00,8.571217565532205374e-01
3.175000000000000266e+00,9.139829306856498414e-01
3.180000000000000160e+00,8.165492716680329277e-01
3.185000000000000053e+00,9.095141419535830440e-01
3.189999999999999947e+00,1.030626220387303560e+00
3.195000000000000284e+00,1.064384099935705041e+00
3.200000000000000178e+00,1.113575761210305659e+00
3.205000000000000071e+00,1.120421850315034940e+00
3.209999999999999964e+00,1.073610349951603871e+00
3.214999999999999858e+00,9.558254404135401172e-01
3.220000000000000195e+00,8.729269284587236610e-01
3.225000000000000089e+00,8.038932305544855828e-01
3.229999999999999982e+00,8.408177382614979711e-01
3.234999999999999876e+00,9.010472007349066281e-01
3.240000000000000213e+00,9.000425199755224259e-01
3.245000000000000107e+00,8.957498433803035010e-01
3.250000000000000000e+00,8.366045010503361246e-01
3.254999999999999893e+00,9.198950846188017616e-01
3.260000000000000231e+00,8.481901448848923053e-01
3.265000000000000124e+00,8.844298208519220106e-01
3.270000000000000018e+00,1.029963156687962345e+00
3.274999999999999911e+00,1.087212101172975398e+00
3.280000000000000249e+00,1.169435993105277127e+00
3.285000000000000142e+00,1.165198799140191088e+00
3.290000000000000036e+00,1.139437443281259732e+00
3.294999999999999929e+00,1.109950474975463175e+00
3.300000000000000266e+00,1.077066163963083634e+00
3.305000000000000160e+00,1.022164382759580992e+00
3.310000000000000053e+00,1.088008168678426646e+00
3.314999999999999947e+00,1.054787376621579620e+00
3.320000000000000284e+00,1.025568905714251411e+00
3.325000000000000178e+00,9.934224916379946757e-01
3.330000000000000071e+00,9.578861723057907618e-01
3.334999999999999964e+00,8.862375845067692604e-01
3.339999999999999858e+00,9.055814105803215996e-01
3.345000000000000195e+00,8.164345086837732079e-01
3.350000000000000089e+00,8.174834748512880278e-01
3.354999999999999982e+00,8.568284378595925066e-01
3.359999999999999876e+00,9.738393386537471663e-01
3.365000000000000213e+00,9.522967008951656043e-01
3.370000000000000107e+00,1.045889666580157140e+00
3.375000000000000000e+00,1.023230888606334377e+00
3.379999999999999893e+00,9.209692498169794739e-01
3.385000000000000231e+00,9.172358798429891547e-01
3.390000000000000124e+00,9.585418078338741044e-01
3.395000000000000018e+00,9.518347329732574913e-01
3.399999999999999911e+00,9.979608073089114573e-01
3.405000000000000249e+00,9.708296244303298295e-01
3.410000000000000142e+00,9.999318885704053805e-01
3.415000000000000036e+00,1.055217478391681452e+00
3.419999999999999929e+00,9.774239575185441620e-01
3.425000000000000266e+00,1.036445501335074404e+00
3.430000000000000160e+00,9.664459460504325472e-01
3.435000000000000053e+00,1.038686764630510684e+00
3.439999999999999947e+00,1.040602793873111498e+00
3.445000000000000284e+00,1.107633641160856719e+00
3.450000000000000178e+00,1.145046271590616671e+00
3.455000000000000071e+00,1.101922610467774399e+00
3.459999999999999964e+00,1.164502675867938208e+00
3.464999999999999858e+00,1.040844230218952893e+00
3.470000000000000195e+00,1.114139231872376623e+00
3.475000000000000089e+00,1.086171178021626549e+00
3.479999999999999982e+00,9.928070977044328727e-01
3.484999999999999876e+00,9.979840317767111335e-01
3.490000000000000213e+00,1.034054734797149600e+00
3.495000000000000107e+00,1.039940238401466654e+00
3.500000000000000000e+00,9.778188150974401749e-01
3.504999999999999893e+00,1.001616557832296639e+00
3.510000000000000231e+00,1.032909915213729546e+00
3.515000000000000124e+00,1.099863085976904520e+00
3.520000000000000018e+00,1.188836447051011547e+00
3.524999999999999911e+00,1.219981148838440221e+00
3.530000000000000249e+00,1.212775993615035741e+00
3.535000000000000142e+00,1.271472536758742722e+00
3.540000000000000036e+00,1.289340792551897596e+00
3.544999999999999929e+00,1.365004881496258982e+00
3.550000000000000266e+00,1.305817475708164643e+00
3.555000000000000160e+00,1.236642007898714812e+00
3.560000000000000053e+00,1.257678333743223131e+00
3.564999999999999947e+00,1.170328937460998642e+00
3.570000000000000284e+00,1.105320431426103589e+00
3.575000000000000178e+00,1.057909394509608747e+00
3.580000000000000071e+00,9.983064142427615639e-01
3.584999999999999964e+00,8.750929140776995130e-01
3.589999999999999858e+00,7.885078673172207786e-01
3.595000000000000195e+00,6.958131562834726225e-01
3.600000000000000089e+00,7.034991060610309432e-01
3.604999999999999982e+00,6.926865484022627362e-01
3.609999999999999876e+00,8.368121386060098921e-01
3.615000000000000213e+00,8.418837414310295086e-01
3.620000000000000107e+00,9.640047602745892563e-01
3.625000000000000000e+00,8.560838998004279832e-01
3.629999999999999893e+00,9.078876639827211381e-01
3.635000000000000231e+00,9.282527897759993429e-01
3.640000000000000124e+00,9.112800124630620058e-01
3.645000000000000018e+00,1.118962294848422356e+00
3.649999999999999911e+00,1.126015483932483630e+00
3.655000000000000249e+00,1.068935586462539611e+00
3.660000000000000142e+00,1.101235262878094590e+00
3.665000000000000036e+00,9.436844045293472094e-01
3.669999999999999929e+00,8.465277630600088754e-01
3.675000000000000266e+00,8.322952491986603807e-01
3.680000000000000160e+00,7.067458945832959527e-01
3.685000000000000053e+00,8.094689330263371563e-01
3.689999999999999947e+00,7.184792213971180619e-01
3.695000000000000284e+00,6.768998666021310839e-01
3.700000000000000178e+00,6.964242337456677534e-01
3.705000000000000071e+00,7.139968999499677338e-01
3.709999999999999964e+00,6.154957272933656576e-01
3.714999999999999858e+00,6.244244899690619688e-01
3.720000000000000195e+00,7.234492245531156662e-01
3.725000000000000089e+00,9.133536047814748704e-01
3.729999999999999982e+00,9.216587568787688589e-01
3.734999999999999876e+00,1.026993500744141086e+00
3.740000000000000213e+00,1.052981109697776585e+00
3.745000000000000107e+00,9.890660734333244219e-01
3.750000000000000000e+00,1.021087058022270622e+00
3.754999999999999893e+00,1.135193645379521055e+00
3.760000000000000231e+00,1.175735851805899346e+00
3.765000000000000124e+00,1.203288968714306906e+00
3.770000000000000018e+00,1.134516155250670177e+00
3.774999999999999911e+00,1.060970273293758037e+00
3.780000000000000249e+00,1.052529447428177001e+00
3.785000000000000142e+00,9.132778115530814089e-01
3.790000000000000036e+00,9.214861486418455261e-01
3.794999999999999929e+00,9.208880507908514534e-01
3.800000000000000266e+00,1.059447326196350403e+00
3.805000000000000160e+00,1.032564303869316635e+00
3.810000000000000053e+00,1.052613103483166279e+00
3.814999999999999947e+00,1.011551964399043602e+00
3.820000000000000284e+00,1.095422936308915185e+00
3.825000000000000178e+00,1.011536549105073179e+00
3.830000000000000071e+00,1.126813133892750507e+00
3.834999999999999964e+00,1.166293021353100201e+00
3.839999999999999858e+00,1.203592733714252905e+00
3.845000000000000195e+00,1.327872424441072674e+00
3.850000000000000089e+00,1.350092399762449213e+00
3.854999999999999982e+00,1.246451898823862203e+00
3.859999999999999876e+00,1.245845948263128555e+00
3.865000000000000213e+00,1.174484786698032801e+00
3.870000000000000107e+00,1.167385809006202146e+00
3.875000000000000000e+00,1.141229500778522254e+00
3.879999999999999893e+00,1.105684106126637145e+00
3.885000000000000231e+00,1.109690814723374386e+00
3.890000000000000124e+00,1.055971850407676493e+00
3.895000000000000018e+00,1.097362737571852431e+00
3.899999999999999911e+00,1.096308052066765182e+00
3.905000000000000249e+00,1.063119267720428640e+00
3.910000000000000142e+00,9.791576610532416458e-01
3.915000000000000036e+00,9.617501498518613579e-01
3.919999999999999929e+00,9.736874782043214438e-01
3.925000000000000266e+00,1.019611708902447234e+00
3.930000000000000160e+00,1.060841395105649898e+00
3.935000000000000053e+00,1.103694368435504058e+00
3.939999999999999947e+00,1.142606853273858913e+00
3.945000000000000284e+00,1.015876596342886184e+00
3.950000000000000178e+00,9.125373060223820332e-01
3.955000000000000071e+00,1.002840001048998619e+00
3.959999999999999964e+00,1.017228551365233269e+00
3.965000000000000302e+00,9.888457877807900198e-01
3.970000000000000195e+00,1.035352747103092552e+00
3.975000000000000089e+00,1.006849193591893510e+00
3.979999999999999982e+00,1.027979048003765383e+00
3.984999999999999876e+00,9.739083727036306204e-01
3.990000000000000213e+00,9.559758895265447753e-01
3.995000000000000107e+00,9.298197091141697790e-01
4.000000000000000000e+00,9.424672553938024944e-01
4.004999999999999893e+00,9.502496892130177786e-01
4.009999999999999787e+00,9.596150255865546486e-01
4.014999999999999680e+00,9.554496071410292224e-01
4.020000000000000462e+00,9.991685953065746473e-01
4.025000000000000355e+00,9.810598093783439166e-01
4.030000000000000249e+00,9.068765880002168656e-01
4.035000000000000142e+00,9.157388820699369214e-01
4.040000000000000036e+00,8.996506099579684168e-01
4.044999999999999929e+00,8.929684565495753512e-01
4.049999999999999822e+00,9.248457676555467133e-01
4.054999999999999716e+00,9.910016842826815386e-01
4.060000000000000497e+00,1.003791971796882621e+00
4.065000000000000391e+00,9.882720733183675277e-01
4.070000000000000284e+00,9.856585019265444725e-01
4.075000000000000178e+00,1.024988587720790045e+00
4.080000000000000071e+00,9.580133994151084353e-01
4.084999999999999964e+00,9.086888891726843109e-01
4.089999999999999858e+00,8.982936657117717161e-01
4.094999999999999751e+00,8.154143389753704119e-01
4.099999999999999645e+00,7.902322303384938795e-01
4.105000000000000426e+00,8.885202598780934657e-01
4.110000000000000320e+00,7.997343998800924281e-01
4.115000000000000213e+00,7.734817562649246581e-01
4.120000000000000107e+00,8.523395432212692580e-01
4.125000000000000000e+00,8.268036348715719352e-01
4.129999999999999893e+00,7.975317592716137938e-01
4.134999999999999787e+00,8.483910471001745446e-01
4.139999999999999680e+00,9.381110308765207018e-01
4.145000000000000462e+00,1.004713055566234692e+00
4.150000000000000355e+00,1.047231150732760296e+00
4.155000000000000249e+00,1.073865893817751882e+00
4.160000000000000142e+00,1.105383070671322576e+00
4.165000000000000036e+00,1.162835862101386786e+00
4.169999999999999929e+00,1.100302332998926325e+00
4.174999999999999822e+00,1.015630787420418013e+00
4.179999999999999716e+00,1.015482699144863110e+00
4.185000000000000497e+00,1.041939668494541227e+00
4.190000000000000391e+00,9.960527270866611493e-01
4.195000000000000284e+00,9.869073060162766309e-01
4.200000000000000178e+00,9.166002192928976999e-01
4.205000000000000071e+00,8.314491685321224734e-01
4.209999999999999964e+00,8.255694071305104131e-01
4.214999999999999858e+00,7.958469077050661644e-01
4.219999999999999751e+00,9.053712506529287829e-01
4.224999999999999645e+00,9.151425897115240682e-01
4.230000000000000426e+00,9.283526279112241930e-01
4.235000000000000320e+00,1.008218828149319624e+00
4.240000000000000213e+00,1.013812446489919639e+00
4.245000000000000107e+00,1.154933233404429771e+00
4.250000000000000000e+00,1.129929295708424153e+00
4.254999999999999893e+00,1.225029610078514963e+00
4.259999999999999787e+00,1.312331490904173226e+00
4.264999999999999680e+00,1.368044046861866869e+00
4.270000000000000462e+00,1.397750179419475325e+00
4.275000000000000355e+00,1.261303965863082688e+00
4.280000000000000249e+00,1.310759152869863220e+00
4.285000000000000142e+00,1.160422297334440689e+00
4.290000000000000036e+00,1.142746484279810959e+00
4.294999999999999929e+00,1.112169184184858883e+00
4.299999999999999822e+00,1.061626162700311404e+00
4.304999999999999716e+00,9.776834073490867638e-01
4.310000000000000497e+00,1.072970108820867852e+00
4.315000000000000391e+00,9.165991501145163145e-01
4.320000000000000284e+00,9.223124070000969787e-01
4.325000000000000178e+00,9.687080992603025464e-01
4.330000000000000071e+00,9.250952012301411065e-01
4.334999999999999964e+00,1.020254024964389883e+00
4.339999999999999858e+00,1.011976418692253077e+00
4.344999999999999751e+00,1.104499799970397378e+00
4.350000000000000533e+00,1.165692075864178889e+00
4.355000000000000426e+00,1.129130619078441145e+00
4.360000000000000320e+00,1.070322323530581432e+00
4.365000000000000213e+00,1.149680222783872274e+00
4.370000000000000107e+00,1.143363888560948505e+00
4.375000000000000000e+00,1.106485400010261522e+00
4.379999999999999893e+00,1.064238540819221868e+00
4.384999999999999787e+00,9.818324578707889883e-01
4.389999999999999680e+00,8.674383777204971446e-01
4.395000000000000462e+00,7.653012631221025597e-01
4.400000000000000355e+00,7.669981703520424299e-01
4.405000000000000249e+00,9.003548599752606574e-01
4.410000000000000142e+00,8.263443029994185229e-01
4.415000000000000036e+00,9.007761846319225496e-01
4.419999999999999929e+00,7.973305678157314169e-01
4.424999999999999822e+00,8.381849021955625201e-01
4.429999999999999716e+00,7.494720876885249128e-01
4.435000000000000497e+00,7.463765875065392352e-01
4.440000000000000391e+00,7.880197185088211320e-01
4.445000000000000284e+00,8.630474983393032762e-01
4.450000000000000178e+00,1.021295236991919930e+00
4.455000000000000071e+00,9.393480095590958090e-01
4.459999999999999964e+00,9.622949265235685168e-01
4.464999999999999858e+00,8.554534210058368782e-01
4.469999999999999751e+00,7.866500526761743828e-01
4.475000000000000533e+00,7.561978202208874400e-01
4.480000000000000426e+00,7.471180978504419201e-01
4.485000000000000320e+00,7.993726280003274898e-01
4.490000000000000213e+00,8.905493158801610631e-01
4.495000000000000107e+00,8.641527501312641357e-01
4.500000000000000000e+00,9.612114016222068624e-01
4.504999999999999893e+00,9.513032457175549794e-01
4.509999999999999787e+00,9.212241812852647316e-01
4.514999999999999680e+00,1.024421472034080738e+00
4.520000000000000462e+00,1.104103330632509206e+00
4.525000000000000355e+00,1.103199489189603311e+00
4.530000000000000249e+00,1.157363993150212877e+00
4.535000000000000142e+00,1.205522788500846376e+00
4.540000000000000036e+00,1.252686171044972596e+00
4.544999999999999929e+00,1.164751498369779315e+00
4.549999999999999822e+00,1.131961349894815561e+00
4.554999999999999716e+00,1.078023320345443903e+00
4.560000000000000497e+00,1.001010921393395314e+00
4.565000000000000391e+00,1.028541942634221051e+00
4.570000000000000284e+00,1.010138380682044090e+00
4.575000000000000178e+00,9.631046376909387918e-01
4.580000000000000071e+00,9.991355050186047082e-01
4.584999999999999964e+00,1.117890943350420718e+00
4.589999999999999858e+00,1.164610578829715415e+00
4.594999999999999751e+00,1.159280479969964750e+00
4.600000000000000533e+00,1.165367001254076218e+00
4.605000000000000426e+00,1.209501972624237309e+00
4.610000000000000320e+00,1.284683953533881429e+00
4.615000000000000213e+00,1.297581268559599765e+00
4.620000000000000107e+00,1.279121731450120869e+00
4.625000000000000000e+00,1.378808829942942626e+00
4.629999999999999893e+00,1.377130736131813471e+00
4.634999999999999787e+00,1.333290719189174300e+00
4.639999999999999680e+00,1.284604252980535044e+00
4.645000000000000462e+00,1.147166114545473237e+00
4.650000000000000355e+00,1.059863324336639545e+00
4.655000000000000249e+00,9.826251382333824891e-01
4.660000000000000142e+00,9.739776998922471396e-01
4.665000000000000036e+00,9.127257375222702640e-01
4.669999999999999929e+00,9.074297771768190524e-01
4.674999999999999822e+00,8.304812787456332668e-01
4.679999999999999716e+00,7.918261767754317670e-01
4.685000000000000497e+00,7.454525755929009012e-01
4.690000000000000391e+00,7.516279704952083529e-01
4.695000000000000284e+00,7.544918293291706934e-01
4.700000000000000178e+00,9.445195738914179406e-01
4.705000000000000071e+00,9.967761746482460827e-01
4.709999999999999964e+00,9.101396670519648069e-01
4.714999999999999858e+00,9.843128133372401889e-01
4.719999999999999751e+00,8.759494203365659759e-01
4.725000000000000533e+00,8.881349720996933872e-01
4.730000000000000426e+00,8.839254672682853586e-01
4.735000000000000320e+00,8.937572617350841853e-01
4.740000000000000213e+00,9.556179512824272138e-01
4.745000000000000107e+00,9.081531710516176359e-01
4.750000000000000000e+00,8.863429026687993373e-01
4.754999999999999893e+00,8.075886426763901893e-01
4.759999999999999787e+00,7.963101151220636220e-01
4.764999999999999680e+00,7.257540645803211010e-01
4.770000000000000462e+00,7.010563389920869692e-01
4.775000000000000355e+00,6.903068741383522333e-01
4.780000000000000249e+00,7.555830777149513677e-01
4.785000000000000142e+00,7.919598808315526650e-01
4.790000000000000036e+00,8.846411038477828281e-01
4.794999999999999929e+00,8.290549107367044535e-01
4.799999999999999822e+00,7.642213005405652515e-01
4.804999999999999716e+00,8.626078126623566433e-01
4.810000000000000497e+00,8.529811457018060539e-01
4.815000000000000391e+00,9.240970182413535960e-01
4.820000000000000284e+00,9.304021323389415343e-01
4.825000000000000178e+00,9.168392779035242635e-01
4.830000000000000071e+00,1.004062591761550216e+00
4.834999999999999964e+00,9.521942014612951866e-01
4.839999999999999858e+00,1.090416600119518353e+00
4.844999999999999751e+00,1.137147481093029100e+00
4.850000000000000533e+00,1.181065395042804944e+00
4.855000000000000426e+00,1.194303168974070850e+00
4.860000000000000320e+00,1.139518073073965132e+00
4.865000000000000213e+00,1.214457129387563228e+00
4.870000000000000107e+00,1.239102638722217264e+00
4.875000000000000000e+00,1.240988328542803165e+00
4.879999999999999893e+00,1.302308728985350772e+00
4.884999999999999787e+00,1.322614294795456447e+00
4.889999999999999680e+00,1.308036018684353374e+00
4.895000000000000462e+00,1.218510514550616097e+00
4.900000000000000355e+00,1.138808356153163448e+00
4.905000000000000249e+00,1.114307651886572659e+00
4.910000000000000142e+00,1.074092479987569959e+00
4.915000000000000036e+00,1.146975893229721377e+00
4.919999999999999929e+00,1.114851062440433749e+00
4.924999999999999822e+00,1.201062690217601814e+00
4.929999999999999716e+00,1.168456189728256822e+00
4.935000000000000497e+00,1.152734475131611092e+00
4.940000000000000391e+00,1.097724275582858677e+00
4.945000000000000284e+00,1.071953803570378394e+00
4.950000000000000178e+00,1.101720998655418393e+00
4.955000000000000071e+00,1.198645035076503440e+00
4.959999999999999964e+00,1.277771009115602929e+00
4.964999999999999858e+00,1.324623724453720452e+00
4.969999999999999751e+00,1.332668566010258182e+00
4.975000000000000533e+00,1.192972907613635281e+00
4.980000000000000426e+00,1.102743852749881626e+00
4.985000000000000320e+00,1.058158326888855250e+00
4.990000000000000213e+00,9.571908071468657742e-01
4.995000000000000107e+00,9.597002350778601754e-01
5.000000000000000000e+00,1.020150164301040441e+00
5.004999999999999893e+00,1.018551377603661656e+00
5.009999999999999787e+00,9.263563776172718534e-01
5.014999999999999680e+00,8.443217700565937012e-01
5.020000000000000462e+00,7.352905790468622360e-01
5.025000000000000355e+00,7.193502931188935356e-01
5.030000000000000249e+00,6.360499933390266758e-01
5.035000000000000142e+00,7.807091234680172409e-01
5.040000000000000036e+00,8.701913808949489626e-01
5.044999999999999929e+00,9.076728116490215825e-01
5.049999999999999822e+00,9.381732960489510553e-01
5.054999999999999716e+00,8.872866641615911876e-01
5.060000000000000497e+00,8.604646808521438928e-01
5.065000000000000391e+00,7.904149967588062209e-01
5.070000000000000284e+00,8.320355772039749187e-01
5.075000000000000178e+00,8.101664591305881569e-01
5.080000000000000071e+00,8.862597809231178569e-01
5.084999999999999964e+00,8.362273050713887601e-01
5.089999999999999858e+00,8.524026739787695650e-01
5.094999999999999751e+00,7.481552414516767779e-01
5.100000000000000533e+00,7.165691193178483909e-01
5.105000000000000426e+00,8.225914055442383743e-01
5.110000000000000320e+00,7.515461370181751866e-01
5.115000000000000213e+00,7.683170801899269486e-01
5.120000000000000107e+00,7.125034587685366017e-01
5.125000000000000000e+00,8.098003405509044406e-01
5.129999999999999893e+00,8.504592591534977375e-01
5.134999999999999787e+00,7.539698767034453963e-01
5.139999999999999680e+00,7.265022563323979554e-01
5.145000000000000462e+00,8.607211884098687760e-01
5.150000000000000355e+00,8.513717459559360101e-01
5.155000000000000249e+00,9.484795185908816428e-01
5.160000000000000142e+00,9.782432942439702739e-01
5.165000000000000036e+00,1.075766241886457086e+00
5.169999999999999929e+00,1.049148618658934717e+00
5.174999999999999822e+00,1.093051428146330606e+00
5.179999999999999716e+00,1.089275076926491836e+00
5.185000000000000497e+00,1.108036896903977331e+00
5.190000000000000391e+00,1.172703785744880101e+00
5.195000000000000284e+00,1.166402170262906601e+00
5.200000000000000178e+00,1.237306427260340236e+00
5.205000000000000071e+00,1.182396981906367772e+00
5.209999999999999964e+00,1.063477377838792259e+00
5.214999999999999858e+00,1.109588864344503545e+00
5.219999999999999751e+00,1.111583715381549764e+00
5.225000000000000533e+00,1.114295693008811039e+00
5.230000000000000426e+00,1.021982642558971532e+00
5.235000000000000320e+00,1.021178784429437325e+00
5.240000000000000213e+00,1.142325469594967169e+00
5.245000000000000107e+00,1.133690218662508187e+00
5.250000000000000000e+00,1.093222526946958428e+00
5.254999999999999893e+00,1.130649000570705720e+00
5.259999999999999787e+00,1.129663028124389346e+00
5.264999999999999680e+00,1.177035496095739875e+00
5.270000000000000462e+00,1.196670143964208899e+00
5.275000000000000355e+00,1.193343192861459512e+00
5.280000000000000249e+00,1.260319842906296950e+00
5.285000000000000142e+00,1.248522151957524473e+00
5.290000000000000036e+00,1.250433890111718682e+00
5.294999999999999929e+00,1.237497059969401292e+00
5.299999999999999822e+00,1.191063607747287589e+00
5.304999999999999716e+00,1.135664122595018144e+00
5.310000000000000497e+00,1.037309584819875452e+00
5.315000000000000391e+00,9.659224596116799955e-01
5.320000000000000284e+00,1.035941386804408504e+00
5.325000000000000178e+00,8.850191365917633446e-01
5.330000000000000071e+00,9.563624592837258742e-01
5.334999999999999964e+00,9.855713544706379281e-01
5.339999999999999858e+00,9.029274734572666494e-01
5.344999999999999751e+00,8.608950207837751112e-01
5.350000000000000533e+00,8.463335792801501833e-01
5.355000000000000426e+00,8.453594878793293521e-01
5.360000000000000320e+00,8.608637416490837468e-01
5.365000000000000213e+00,9.239966819430531775e-01
5.370000000000000107e+00,9.880384110925116703e-01
5.375000000000000000e+00,1.131643033740020066e+00
5.379999999999999893e+00,1.094073905699680216e+00
5.384999999999999787e+00,1.059711008366553964e+00
5.389999999999999680e+00,9.793417844273507589e-01
5.395000000000000462e+00,8.651338657601421733e-01
5.400000000000000355e+00,8.555451230806998542e-01
5.405000000000000249e+00,9.194015439154511471e-01
5.410000000000000142e+00,9.359883623919597051e-01
5.415000000000000036e+00,9.690321668060041249e-01
5.419999999999999929e+00,9.660732644419492976e-01
5.424999999999999822e+00,7.913638716647822813e-01
5.429999999999999716e+00,7.579705500082094538e-01
5.435000000000000497e+00,7.035000031168728851e-01
5.440000000000000391e+00,6.804940058176385254e-01
5.445000000000000284e+00,7.848785629953626275e-01
5.450000000000000178e+00,8.798018837570602546e-01
5.455000000000000071e+00,1.083616225063702698e+00
5.459999999999999964e+00,1.063568661881812316e+00
5.464999999999999858e+00,1.051292974658562418e+00
5.469999999999999751e+00,9.837186216848965437e-01
5.475000000000000533e+00,9.544403048834935177e-01
5.480000000000000426e+00,1.015217111605123845e+00
5.485000000000000320e+00,1.080903892179971626e+00
5.490000000000000213e+00,1.099804752108152428e+00
5.495000000000000107e+00,1.203151215749185710e+00
5.500000000000000000e+00,1.140877741237777077e+00
5.504999999999999893e+00,1.137254796634914689e+00
5.509999999999999787e+00,1.039614215293504618e+00
5.514999999999999680e+00,9.485753976450200797e-01
5.520000000000000462e+00,9.498913055016955376e-01
5.525000000000000355e+00,1.025904715770276754e+00
5.530000000000000249e+00,9.869564668338935975e-01
5.535000000000000142e+00,1.065676716408061830e+00
5.540000000000000036e+00,1.094064121215010621e+00
5.544999999999999929e+00,1.050471830308343568e+00
5.549999999999999822e+00,1.049538193694892207e+00
5.554999999999999716e+00,1.046019213555640981e+00
5.560000000000000497e+00,9.760412772601435583e-01
5.565000000000000391e+00,1.064614918436690871e+00
5.570000000000000284e+00,1.073765775665953326e+00
5.575000000000000178e+00,1.004498862664115588e+00
5.580000000000000071e+00,1.092462701571140560e+00
5.584999999999999964e+00,9.826141101893185459e-01
5.589999999999999858e+00,8.874406358474574708e-01
5.594999999999999751e+00,1.006488368929215449e+00
5.600000000000000533e+00,1.032426333160077592e+00
5.605000000000000426e+00,9.907883228765299588e-01
5.610000000000000320e+00,9.234089672223657619e-01
5.615000000000000213e+00,8.672073967755727919e-01
5.620000000000000107e+00,9.404900962186564239e-01
5.625000000000000000e+00,9.910125362804692584e-01
5.629999999999999893e+00,1.054336519622056656e+00
5.634999999999999787e+00,1.077792933257833097e+00
5.639999999999999680e+00,9.913882435956986594e-01
5.645000000000000462e+00,1.082004087948914339e+00
5.650000000000000355e+00,9.946571059407364190e-01
5.655000000000000249e+00,1.029054660246578656e+00
5.660000000000000142e+00,9.866768859958831017e-01
5.665000000000000036e+00,9.273734550567132029e-01
5.669999999999999929e+00,9.619236617539665968e-01
5.674999999999999822e+00,9.431198219650431813e-01
5.679999999999999716e+00,8.921659215655086683e-01
5.685000000000000497e+00,9.409539747650419450e-01
5.690000000000000391e+00,9.501939928472094010e-01
5.695000000000000284e+00,9.138535978652656544e-01
5.700000000000000178e+00,8.882070126461377724e-01
5.705000000000000071e+00,8.394008216651933640e-01
5.709999999999999964e+00,9.083875959718604731e-01
5.714999999999999858e+00,9.581626047419224967e-01
5.719999999999999751e+00,1.090719171147517708e+00
5.725000000000000533e+00,1.125890186566346651e+00
5.730000000000000426e+00,1.127204907788333488e+00
5.735000000000000320e+00,1.108046231733387899e+00
5.740000000000000213e+00,1.087337636728641366e+00
5.745000000000000107e+00,1.083710069214103067e+00
5.750000000000000000e+00,1.119848938982851649e+00
5.754999999999999893e+00,1.179802070895037192e+00
5.759999999999999787e+00,1.215863206264288232e+00
5.764999999999999680e+00,1.187556159379401288e+00
5.770000000000000462e+00,1.137119054111882299e+00
5.775000000000000355e+00,1.184016773304040537e+00
5.780000000000000249e+00,1.065942269888966898e+00
5.785000000000000142e+00,1.007920227669187208e+00
5.790000000000000036e+00,1.058585251534827076e+00
5.794999999999999929e+00,1.128023597374197440e+00
5.799999999999999822e+00,1.135645755471575091e+00
5.804999999999999716e+00,1.129801955457700346e+00
5.810000000000000497e+00,1.179113990292151026e+00
5.815000000000000391e+00,1.057766307775039660e+00
